"","ASV_7","ASV_8","ASV_10","ASV_11","ASV_16","ASV_18","ASV_20","ASV_27","ASV_37","ASV_41","ASV_42","ASV_50","ASV_55","ASV_60","ASV_70","ASV_83","ASV_85","ASV_88","ASV_89","ASV_101","ASV_110","ASV_113","ASV_129","ASV_130","ASV_131","ASV_135","ASV_143","ASV_144","ASV_171","ASV_186","ASV_198","ASV_200","ASV_219","ASV_227","ASV_244","ASV_259","ASV_260","ASV_308","ASV_318","ASV_323","ASV_326","ASV_335","ASV_341","ASV_356","ASV_358","ASV_360","ASV_373","ASV_407","ASV_417","ASV_434","ASV_463","ASV_500","ASV_530","ASV_535","ASV_566","ASV_615","ASV_619","ASV_625","ASV_633","ASV_657","ASV_677","ASV_683","ASV_694","ASV_697","ASV_717","ASV_735","ASV_740","ASV_764","ASV_766","ASV_771","ASV_780","ASV_838","ASV_885","ASV_962","ASV_964","ASV_974","ASV_1030","ASV_1043","ASV_1044","ASV_1061","ASV_1149","ASV_1154","ASV_1165","ASV_1204","ASV_1310","ASV_1321","ASV_1453","ASV_1580","ASV_1651","ASV_1669","ASV_1673","ASV_1675","ASV_1924","ASV_1968"
"12.07.2009.1b",0.359192995259007,0.1455213750218,0,0.120456647477707,0,0,0.253601509242741,0,0,0.0342997170285018,0,0,0,0,0.0840168050416806,0,0,0,0,0,0,0,0,0,0.062622429108515,0,0,0,0,0,0,0,0,0.0560112033611204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12.07.2009.2b",0.280067510385543,0.0895971277783267,0.0486206660783465,0.180903836874268,0.0110960981550153,0,0.318633882240297,0.0382238705342621,0.0239703116355786,0.0304553701362369,0.0575857918143913,0,0.0103299052123903,0,0.0616474555003608,0,0.0265689190682811,0.0176610475002624,0.0194313769219163,0.0164581732699778,0,0.0154284983795275,0,0.0473375725574975,0.0606406247939715,0.0229200017932037,0.0412201751678364,0.0253029968616726,0.015951646147525,0.00992465190384965,0.0146086920493909,0,0.0326660284847988,0.0578701678244321,0,0,0.0124882464502933,0,0.00573000044830093,0,0.0095021307677912,0.0261013942463563,0.00905992620520841,0,0.015951646147525,0,0.0118126985415906,0.0181198524104168,0,0,0,0.0169495699046724,0.0234510375261652,0.0220064842893759,0,0,0.0143250011207523,0.0143250011207523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121551665195866,0.0151601561984929,0,0,0.0103299052123903,0.0124882464502933,0,0.00758007809924644,0.00640633525675257,0.00992465190384965,0,0,0,0,0,0,0,0,0.00701778866212807,0.00496232595192483,0.00573000044830093,0
"25.07.2009.b",0.51600532751989,0.536220898055241,0.107992066677036,0.0580282680671685,0.0672092462821013,0,0.0395024908145285,0,0,0,0,0,0,0,0.155389384159899,0,0.0551249923644442,0,0,0,0,0,0,0,0.144147774227414,0,0.10172623072933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156966981805523,0,0,0,0,0,0,0,0,0,0,0,0
"25.07.2009.p2",0.362432219787361,0.350327734898157,0.415122790102289,0.278815877191593,0.135671402078367,0.0127254090412085,0.00793568678979292,0.0127254090412085,0,0.0184895906752822,0,0,0,0,0.125223025365137,0,0.226012881668372,0,0,0,0.0691817135285961,0.0279766123238561,0.0357420675020517,0,0.0910259695789096,0.0130741149478556,0.143125498990075,0,0,0,0,0,0,0.0243673031466811,0,0,0,0,0,0,0,0,0.0089982230264111,0,0,0,0,0.0143846538812869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108145181699287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116166559755834,0,0,0,0,0,0,0,0,0,0,0,0
"08.08.2009.p2",0.157771089661964,0.213949840745636,0.0987872900093446,0.0671866199075967,0.0635699792948976,0,0.032288213380094,0.0429954373513038,0.0360620849979439,0.0153769247096771,0.0329472244425115,0,0,0.0312736696039715,0.107388557439065,0,0.0419836382732179,0,0,0,0.032288213380094,0.0635699792948976,0.0458971990882923,0.0382320514274243,0.0708462044011681,0.0243130527457516,0.0743980858644427,0.0764641028548486,0,0.026021265999009,0.0380912330799691,0.0202092383397803,0.00803033702780353,0.0461307741290314,0.0118203360509298,0,0,0,0,0.00733066122416164,0,0.0631458919769947,0.0160606740556071,0,0,0,0,0.0153769247096771,0,0,0,0,0.0065567427268989,0,0,0,0,0,0,0,0,0,0,0,0.0258139219297358,0,0,0,0.0160606740556071,0,0,0.0274288227193217,0,0,0,0.0118203360509298,0,0,0,0,0,0,0,0,0,0.00867375533300299,0,0,0,0.00983511409034835,0,0,0,0
"22.08.2009.1",0.132886908209049,0.185906023154187,0,0.116715909073604,0.0615146853082839,0.0420225301158322,0.0979095321630921,0,0,0,0,0,0,0,0.0952981406984694,0,0,0,0,0,0,0.0727851572232146,0,0,0.0778106060490696,0.101700972414776,0,0.141171400356115,0,0.123029370616568,0,0.125063051706406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550204071855321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317660468994898,0,0,0,0
"22.08.2009.p1",0.0446039561759209,0.0739102858441235,0.0169299952974953,0,0.0364960550012188,0,0.1527015575423,0,0.0290347023998977,0,0.0272369651436527,0,0,0,0.0514496237346296,0,0,0.0478852579212611,0.0178981926045966,0,0,0.0980324382810971,0.0615919048701029,0,0.0242921748803074,0.100327396481721,0,0.10699593147433,0,0.126891947419475,0.0672201959004535,0.16024420338192,0,0.0336100979502268,0.04770888436462,0.0914477901265536,0,0.0496145212097812,0,0.0136184825718263,0,0.0607651303982287,0.0228619475316384,0,0,0,0,0.0341080524504385,0,0,0,0,0,0,0.0221121705673903,0,0.025969427309059,0,0,0.0136184825718263,0.00580694047997954,0,0,0,0,0,0,0,0.0507899858924858,0,0,0,0,0,0,0.0296097028216875,0.0148048514108438,0,0,0.0136184825718263,0.0209372216541337,0,0.00821225398268039,0,0,0,0,0,0,0.0153637203881799,0,0,0,0
"02.09.2009.1",0.031732145170202,0.0450657815648941,0.0579837821144181,0.023001400160103,0.121501455462713,0.023001400160103,0.0570939526149409,0,0,0.0257991697563853,0.0175270844490917,0,0.0148951576037179,0.0429324135789447,0.0198124117293072,0,0,0,0,0,0,0.106693102389124,0,0.0189314149189434,0,0.130377634101109,0.0202385338495848,0.111541682415438,0,0.118946232815447,0.0752735621445821,0.0825201244899123,0.0148951576037179,0.027089915753202,0.085366478043833,0,0,0.0702299481874982,0.0130639174251828,0,0,0.0371805608051461,0.0218601149991849,0,0,0,0,0.033306584937486,0,0.0338151118273527,0,0,0.012393520268382,0,0.0779468242477848,0,0,0,0,0,0.0130639174251828,0,0,0,0,0,0,0.013701552187296,0.0497459154919672,0,0,0,0.0454429076507341,0,0,0.0130639174251828,0,0,0,0,0.00584236148303057,0,0,0,0,0.0101192669247924,0,0.0116847229660611,0,0.00584236148303057,0,0,0,0
"02.09.2009.2",0,0.0822832012545883,0.0751868331757284,0.050631975308926,0.0830782264953335,0.0405380236486154,0.174831242404909,0,0,0.0413408347253551,0,0,0.0229317691342692,0,0.0549884506497291,0,0,0.0531651195944992,0,0,0,0.0962724720672184,0,0,0,0.12481498830454,0,0.10382800070483,0,0.106638890750247,0.0561711332782644,0.078186908521624,0.0162152094594462,0.0343976537014039,0.0948970803561397,0.07474842224784,0,0.0601276059305419,0.0229317691342692,0,0,0,0.0268898828370022,0,0,0,0,0.0280855666391322,0,0,0,0,0,0,0.0716044261716228,0,0,0,0,0.0362583106207192,0,0,0.0421283499586983,0,0,0,0,0,0.0451412326820643,0,0,0,0.0388827063413652,0,0,0.0243228141891692,0,0,0,0,0,0,0.0140427833195661,0,0,0.0140427833195661,0,0,0,0,0,0,0,0.0114658845671346
"16.09.2009.1",0,0.0239506359195312,0.132920634956571,0,0.203368966375134,0,0.0256841956286824,0,0.0766794486791399,0.0119753179597656,0.0489378954591019,0,0,0.111505580257626,0.00846782853621529,0.0330136733158381,0,0,0.0302954243660639,0,0,0.107043535045209,0.0309973419762267,0.0200385396839429,0,0.0496650957120262,0.016066575006126,0.114488048099817,0,0.108771226983943,0.158554295159831,0.0626848130132576,0,0.0273079264909461,0.127749198584671,0,0,0.141034474228605,0.016066575006126,0.0217542453967886,0.0270440756028223,0.0738208177211848,0.0200385396839429,0,0,0,0,0,0.0290879462561583,0.0230349840216721,0,0.0169356570724306,0.0273079264909461,0,0.0365198115302996,0.0185520828094843,0,0,0,0.011360784137274,0,0,0.0136539632454731,0,0.0236493580658374,0,0,0.0151477121830319,0.0207418591431061,0,0,0,0.0262366071194414,0,0.00535552500204199,0.0136539632454731,0,0,0,0,0.0125598194358531,0,0,0,0,0,0,0.010711050004084,0,0.015613904329274,0,0.00927604140474213,0,0
"16.09.2009.2",0,0.0410713749938929,0.246303759806404,0.127975998363096,0.254750901422941,0.0247669709961324,0.0463347599878474,0,0.0425386696354461,0,0.021448826057443,0,0,0,0.0123834854980662,0.0345851928147056,0,0.0341389135652293,0,0,0,0.0984467626014566,0.0745070185521172,0.0234960117273323,0.0166141892232353,0.061917427490331,0,0.123958627980055,0,0.111451369482596,0.109227677251178,0.0553806307441177,0,0.0345851928147056,0.0713529514055521,0,0,0.128573740982021,0,0.0199677703815454,0,0.0591303328101796,0,0,0,0,0.0228340190171326,0,0.0183676772831459,0.0265596174703581,0,0,0,0,0,0,0,0,0,0,0.0271308573913158,0.0293046752797667,0,0,0.0336867225594601,0,0,0,0,0,0,0,0,0,0,0.0287766198612069,0,0,0.0259758183231172,0.00783200390911077,0,0,0,0,0,0,0.00783200390911077,0.00959220662040229,0,0.0146523376398833,0,0,0,0
"23.09.2009.1",0,0.0306189635162003,0.158256759419079,0.168900629031123,0.191652630028041,0,0.0356700130254708,0,0.128479822889983,0.0646943682277347,0.059293367888188,0,0,0.0400896337183082,0,0.0834532274424533,0,0.0327330488616436,0.0818326221541089,0.0421259205582922,0,0.029505171518231,0,0.0388166209366408,0,0.0216508767352087,0,0.0578644020474469,0.0575743530928963,0,0.0718078345129221,0,0,0,0.0141738259287503,0,0,0.0356700130254708,0.0115728804094894,0.0396698354096035,0.0332405682566022,0,0,0,0.0245497866462327,0,0,0,0,0.0258777472910939,0,0,0.0115728804094894,0,0.0224107865468012,0.0252225080953229,0.0200448168591541,0,0,0.0265168002425783,0.0306189635162003,0,0,0,0,0,0,0.0216508767352087,0,0,0,0,0,0,0.0129388736455469,0.0129388736455469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115728804094894,0,0,0
"23.09.2009.2",0,0,0.0507836716119026,0.0215456871421962,0.0607284386627167,0,0.0418772884225111,0,0.0866304541713939,0.0621970413571123,0.0502732699984579,0,0,0.039336862882433,0,0.0563218163941313,0,0.0355485701283318,0.0433895880453071,0.0487099866371847,0,0.0296117146212625,0,0.0253918358059513,0,0.0152351014835708,0,0.0399871030143351,0.030890501483185,0,0.087371532292053,0,0,0,0.018310313195304,0,0,0.0263879698280125,0,0,0.0287275828562617,0.0355485701283318,0.0291729982995789,0,0.0152351014835708,0,0,0,0,0.0238196533670165,0,0,0,0,0,0,0.0227111483742481,0,0,0.0221360892538239,0.0101567343223805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00718189571406541,0.011355574187124,0,0,0,0,0,0,0,0,0,0,0.0101567343223805,0,0,0,0,0,0,0.0134360965747865
"19.10.2010.1",0.0115661881172717,0,0,0.0293256392949078,0,0.0190553983491676,0.0131148245894106,0,0.0494591008066362,0.0373510368037021,0,0,0.0462647524690868,0,0,0.0247295504033181,0,0.0445818309991673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115661881172717,0,0,0,0.0131148245894106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115661881172717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977521309830259,0,0,0,0,0,0,0,0,0,0,0
"19.10.2010.2",0,0,0,0.0341348469235084,0.026777577008688,0,0.0250481297036164,0,0.053971931929739,0.0527117130533417,0,0,0.0591232891801027,0,0,0.0372728097479774,0,0.0844130996360082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149691206160405,0.0222027939331663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946730314329413,0,0,0,0.011595030970659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05.05.2010.1",0,0,0,0,0,0,0,0.0196442235476052,0,0.0302737816785777,0,0,0,0,0,0,0,0.0450105706877675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109814548044118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302737816785777,0,0,0,0,0.0085061983149233,0,0,0,0,0,0,0,0,0.0147331676607039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05.05.2010.2",0,0.00947835364679657,0,0,0,0,0.0157180713383605,0.0354647519369921,0,0.0707710019912542,0,0,0,0,0,0.026386619826467,0,0.0872574992227294,0,0.0413151856975265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276339120784012,0,0,0,0.0310768606752311,0,0.0426525914105846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466754786312175,0,0.0410424752208935,0,0,0,0,0,0,0,0,0,0,0.0157180713383605,0.0177323759684961,0.0157180713383605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116085650181499
"16.06.2010.1",0,0,0,0,0,0,0,0.0478126472597323,0,0.0397825272255318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111737844252599,0,0,0,0,0,0,0,0,0,0.0286466936973358,0,0,0,0,0.0171196739349475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171196739349475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153123018684696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16.06.2010.2",0,0.0175763483059307,0,0,0,0.00939495335305675,0,0.0563697201183405,0.0430530848909618,0,0,0,0,0,0,0.0210077543428745,0,0,0,0,0,0,0,0.142790928650639,0,0,0,0,0,0,0,0,0,0.0311595351949806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148547255533477,0,0,0,0,0,0,0,0,0,0,0,0,0.0132864704497554,0,0,0.0148547255533477,0,0,0.0199297056746332,0,0,0.0132864704497554,0.00939495335305675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05.07.2010.1",0.0571509714326695,0,0,0,0,0,0,0,0,0,0.0765370422814806,0,0,0,0,0,0,0,0,0,0,0,0,0.0252793530725563,0.0178752019816135,0,0,0,0,0,0.0546096440955791,0.020640505351807,0,0.0297920033026892,0,0,0,0,0.0157644463594661,0,0,0.0571509714326695,0.0157644463594661,0,0,0,0,0,0,0,0,0,0.0178752019816135,0,0.0279473763615291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12.07.2010.1",0.10411375641959,0.0441475420973189,0,0,0,0,0.0206683158918387,0.0400240216216227,0,0,0.0490192152135485,0,0.0305688514496059,0.0253134138888307,0.0310024738377581,0.0541927814603405,0,0,0,0.0268489299236609,0,0.0771609437484719,0,0,0.0193334392072189,0.0354237087316065,0.0931508409068896,0.0554107488486867,0,0.0719690821942561,0.0492907918912345,0.128659228856453,0.0419775480161114,0.0834767155226015,0.015501236918879,0.0630722368543205,0,0,0.0115539398286476,0.0383200832619674,0.0263470365113964,0.105514738458845,0,0,0,0,0,0.0473570610308048,0,0,0,0,0.0263470365113964,0,0,0.0219220594842373,0,0.0213044123814208,0,0,0,0,0,0,0,0,0,0,0,0,0.0273416119341647,0,0,0,0,0.0186301681813779,0.0242357486470223,0.0136708059670823,0.0396890866820505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12.07.2010.2",0.0505569213612751,0,0,0,0,0,0.0185642000436995,0,0,0,0.0438654933276972,0,0,0,0.01071804589252,0,0,0,0,0,0,0.0514019423596597,0,0,0,0.0343144897161561,0,0,0,0.0428721835700799,0.0636348717161769,0.0847335927164384,0,0.104191314334586,0,0.0411634363163952,0,0,0,0,0,0.104466589092617,0,0,0,0,0,0,0,0,0,0,0.0193222320191285,0,0,0,0,0,0,0,0,0,0,0,0.0245581283022417,0,0,0,0,0,0.100401262718294,0,0,0,0,0.0075788029316695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26.07.2010.1",0.41277395201448,0.166718723615698,0,0.0766947457484404,0.0123444561043983,0,0.0636667642279463,0,0,0.0170156584761065,0.0230943626843644,0,0.0146061574385183,0,0.150784385795751,0,0,0,0,0,0,0,0,0,0.0897841748614965,0,0.164788086033824,0,0,0.0234219586595208,0,0.0240637749896185,0,0,0,0.020284011205534,0,0,0.0110412171978788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227620523711202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224248181373736,0,0,0,0,0,0.025893949576282,0,0,0.0355640331101714,0,0,0,0,0,0,0.01407484548645,0,0,0,0,0
"10.08.2010.1",0,0.0414688378734188,0.136876924070376,0.088054387125328,0.0679407211600349,0.0535360394901088,0.14881012001616,0.0290645399213945,0,0,0.0263419763192932,0,0.350371104256791,0,0.0315530544524372,0,0.0466069502100308,0.0290645399213945,0,0.0198041457158329,0,0.114295303491303,0.0526839526385864,0,0.0198041457158329,0.0823902263598414,0.0360179229571991,0.0606686529621484,0,0.0570816232409383,0.0274634087866138,0.0435968098820917,0.062142600280041,0.0425461299442567,0.0182171644818695,0.064524400798746,0,0.040734818138755,0.0245640195762934,0,0.0134542676249344,0.0372531801704553,0.0396082914316657,0,0,0,0,0.0274634087866138,0,0.0428992159149885,0,0,0.0122820097881467,0,0,0,0.0239420447091993,0,0,0,0.0182171644818695,0,0,0,0,0,0.0503412598424692,0,0.0269085352498688,0,0.00951360387348972,0,0,0,0,0.0263419763192932,0,0,0.0280072914625438,0,0,0,0,0,0.00951360387348972,0,0,0.00776782503500513,0,0.0122820097881467,0,0,0,0
"10.08.2010.2",0.0613707521550115,0.0641407364407005,0.0610552192050252,0.127828979503582,0.0186457730084745,0.0215302841313828,0.335480011597303,0,0,0.0181204342424366,0,0,0.268301954685845,0.0260002882333643,0.0493320783829841,0,0,0,0,0,0.0131845525347574,0.098566227057702,0,0,0.0263691050695148,0.0724817369697464,0.0479421626539863,0.0487412537357999,0,0.037549622079101,0.0210769642223207,0.0307639559144339,0.0301295794130463,0.0493320783829841,0.0236669961026639,0.0602591588260925,0,0.0263691050695148,0.0116276823848781,0,0,0.0310762883474575,0.0210769642223207,0,0,0.020613677665082,0,0.0256261638617437,0,0.0506838924632717,0,0,0.0131845525347574,0,0,0.0131845525347574,0,0,0,0,0.00982718524021157,0,0,0,0.0316917201387443,0,0.037291546016949,0,0.0196543704804231,0.0158458600693722,0,0,0,0,0,0.0170211841314374,0,0,0.0351588067593531,0,0,0,0,0,0.00982718524021157,0,0,0,0,0,0,0.00878970168983827,0,0
"22.08.2010.1",0.0224799027810197,0,0,0.0368300845857304,0.036467217760184,0,0.0757956887655802,0,0,0,0,0,0.584477472306513,0,0.0224799027810197,0,0,0.0247332704416054,0,0,0,0,0,0,0,0.0637915777495443,0,0,0,0,0,0,0.0136447834707486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017104641289928,0,0.0267978227554234,0,0,0,0,0,0,0,0,0,0,0.0115319468051525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178652151702823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16.09.2010.1",0,0.0203653739239427,0,0.0824734785432073,0,0.0322004835003298,0.0917572538699731,0,0,0.0240966353893403,0,0,0.0827245399414411,0,0,0,0,0.0375518940562366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16.09.2010.2",0,0.0235186129934958,0,0.090255332482266,0.0173696468348118,0.0313135761498074,0.272662886234712,0,0.0328802107912721,0,0.0212733858788189,0,0.0750454514395575,0,0.0132662869025292,0.0317124912910822,0,0.0467692054235919,0,0.0343755214079318,0,0,0,0,0,0.0313135761498074,0,0,0.0381868963210693,0,0,0,0,0,0,0,0,0,0,0.0250709256895183,0.0206740149499791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270022133410957,0,0,0,0.0245643901274218,0,0,0.014182257252546,0.0173696468348118,0,0,0,0,0,0.0173696468348118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00868482341740591,0,0.0187613628598894,0,0,0.00868482341740591,0,0,0,0
"12.10.2011.1",0.0312657065879852,0.0607185219834395,0,0.0190548661275035,0,0,0.0928995190222531,0,0.0987295003746019,0.0741766710464875,0.0614046287553094,0.0258904647658464,0,0.179763247520732,0.0504144370390026,0.035055855011935,0,0,0.0384744269975478,0,0,0,0,0,0.0384744269975478,0.0303592609917197,0,0,0.0242183121845349,0,0,0,0,0,0,0,0,0,0,0.0247882327992317,0,0,0.0167122231439488,0,0.0338396727214355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011817326313789,0,0,0,0,0,0,0,0,0,0,0,0,0
"12.10.2011.2",0.136787220900393,0.234256340485911,0,0.0566269509178089,0,0.0243934688454523,0.0841093345906937,0,0.0706522153735471,0.0572077553547355,0.0437876166501538,0,0,0.231773614254217,0.208893187146837,0,0,0,0.0275740925238238,0,0,0,0,0.0229983829830428,0.151138926840876,0.0325246251272697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114991914915214,0,0.0314918328648887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0.0207304622745298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
